Speaker,Text,Tag
SPEAKER_01,"And how was he dressed, the other guy?",WH-QUESTION
SPEAKER_00,I think he was wearing like a white shirt.,OPINION
SPEAKER_00,"Yeah, white shirt.",REPEAT-PHRASE
SPEAKER_00,"I maybe dark trousers, but I don't think I could see them that well.",HEDGE
SPEAKER_00,"So yeah, white shirt.",STATEMENT
SPEAKER_00,We should probably write white here.,STATEMENT
SPEAKER_00,So green.,ABANDONED/UNINTERPRETABLE
SPEAKER_00,It's kind of khaki,STATEMENT
SPEAKER_00,but I can't really remember the colour.,HEDGE
SPEAKER_00,"Shirt, cream, shorts and brown sandals.",STATEMENT
SPEAKER_00,"I'm a fan of sandals, just not in a bike fixing workshop.",OPINION
SPEAKER_01,hahaha yeah,NON-VERBAL
SPEAKER_00,"And yeah, we mentioned a few other things.",STATEMENT
SPEAKER_00,"So, we mentioned the bikes.",STATEMENT
SPEAKER_01,yes because it was kind of like cluttered yeah really really had a lot going on yeah,STATEMENT
SPEAKER_00, yeah so there was a cluttered lot of bikes um ,STATEMENT
SPEAKER_01,so i think it was like a i might just like a garage kind of looking thing,HEDGE
SPEAKER_00," yeah yeah so we'll do surrounding. Yeah, garage type thing.",STATEMENT
SPEAKER_00,Garage or big shed.,OR-CLAUSE
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"You know, based on how it looked, right?",TAG-QUESTION
SPEAKER_01,"Yeah, because it didn't look very...",STATEMENT
SPEAKER_01,"clean, I guess, now that that's the floor.",OPINION
SPEAKER_00,no... I'm just gonna add workbench.,ABANDONED/UNINTERPRETABLE
SPEAKER_00,"And yeah, there was a bunch of shelves as well.",STATEMENT
SPEAKER_00,"So the shelves had socket benches and a bunch of pliers, nippers and",STATEMENT
SPEAKER_00,cable ties I guess that's what they look like just based on the handles so I'm imagining it might be a mixture of those because if you have one you tend to have the other two also need to fix a bike I guess ,STATEMENT
SPEAKER_01,exactly yeah exactly,AGREEMENT/ACCEPT
SPEAKER_01,"I mean, there was a lot that the workshop that I saw was bigger than this guy was.",AGREEMENT/ACCEPT
SPEAKER_00,Yeah.,RESPONSE ACKNOWLEDGMENT
SPEAKER_00,"There was a lot of tools, right?",DECLARATIVE YES-NO-QUESTION
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"I think I seen one bottle near the bikes, and I think it was a cleaning bottle.",OPINION
SPEAKER_00,"I don't know, though.",HEDGE
SPEAKER_00,I don't know what it was.,HEDGE
SPEAKER_00,gonna put a question mark okay i'm not sure if it was a cleaning bottle or not um ,HEDGE
SPEAKER_01,"Okay, yeah.",RESPONSE ACKNOWLEDGMENT
SPEAKER_00,trying to think of other things we saw um oh there was a bike pump ,SELF-TALK
SPEAKER_01,oh yeah he pumped he pumped up the the inner tube after he put it in ,STATEMENT
SPEAKER_00,yeah exactly bike pump there was um,STATEMENT
SPEAKER_00,bike stands i guess to hold the bikes i don't know what they're called stands or mounts i suppose um,HEDGE
SPEAKER_00,I'm trying to think.,SELF-TALK
SPEAKER_00,I think that's pretty much everything.,STATEMENT
SPEAKER_01,"I think so, yeah.",AGREEMENT/ACCEPT
SPEAKER_00,I'm just going to put dark trousers question mark because we weren't sure about that.,HEDGE
SPEAKER_01,So I could put that I saw it in first person from like a fisheye kind of lens.,STATEMENT
SPEAKER_00,"Oh, that's a good idea.",APPRECIATION
SPEAKER_00,That's a good way.,APPRECIATION
SPEAKER_00,First person.,REPEAT-PHRASE
SPEAKER_00,"Yeah, it was kind of first person fisheye, wasn't it?",DECLARATIVE YES-NO-QUESTION
SPEAKER_00,"Yeah, I see what you mean because it's like you are their watch in it, right?",SUMMARIZE/REFORMULATE
SPEAKER_01,"Yeah, I was looking through his eyes so I could see what he was doing.",STATEMENT
SPEAKER_01,"So you had, what perspective did you have?",OPEN-QUESTION
SPEAKER_00,third like third person like i'm there watching them do it ,STATEMENT
SPEAKER_01,okay so did you see like his what what part of him did could you see like the man yeah fixing the bike,YES-NO-QUESTION
SPEAKER_00, yeah i guess i was focusing on like the him fixing the wheel i-i you know from my point if i was sat there i would be like looking at him fixing the wheel like and you know pumping it up um ,STATEMENT
SPEAKER_01,could you see his his front or his back?,YES-NO-QUESTION
SPEAKER_00,front ,RESPONSE ACKNOWLEDGMENT
SPEAKER_01,okay yeah ,RESPONSE ACKNOWLEDGMENT
SPEAKER_00,what about you? well because you're seeing it through his eyes so you're like seeing the actual wheel?,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,yeah interesting ,APPRECIATION
SPEAKER_00,Yeah,RESPONSE ACKNOWLEDGMENT
SPEAKER_01,there was a few cameras around i think i probably saw the one that you were working out of ,STATEMENT
SPEAKER_00,oh that's interesting uh so yeah and i've seen sort of third person man was facing,STATEMENT
SPEAKER_00,That's interesting.,APPRECIATION
SPEAKER_00,Maybe we had a different camera.,MAYBE/ACCEPT-PART
SPEAKER_01,"Yeah, different perspectives.",STATEMENT
SPEAKER_00,"Oh, I didn't know that.",STATEMENT
SPEAKER_00,"Okay, that's interesting.",APPRECIATION
SPEAKER_00,That makes sense.,AGREEMENT/ACCEPT
SPEAKER_00,So was he wearing the same outfit then?,YES-NO-QUESTION
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,"Oh, yeah.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,It was the same.,STATEMENT
SPEAKER_00,"It was the same video, yeah.",STATEMENT
SPEAKER_01,Yeah,YES ANSWERS
SPEAKER_00,"No, I was just checking.",REJECT
SPEAKER_00,Just a sanity check.,STATEMENT
SPEAKER_01,Okay.,RESPONSE ACKNOWLEDGMENT
SPEAKER_00,"Okay, that's interesting.",STATEMENT
